date,fips,county,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-03-17,12113,Santa Rosa,8.0,20.0,58.0,,-22.0,6.0
2020-03-17,12115,Sarasota,-13.0,11.0,13.0,-12.0,-20.0,7.0
2020-03-17,12117,Seminole,-11.0,19.0,12.0,18.0,-31.0,11.0
2020-03-17,12119,Sumter,-17.0,16.0,-17.0,10.0,-17.0,5.0
2020-03-17,12121,Suwannee,2.0,13.0,,,-13.0,4.0
2020-03-17,12123,Taylor,2.0,28.0,,,-14.0,
2020-03-17,12125,Union,-23.0,8.0,,,-19.0,
2020-03-17,12127,Volusia,-5.0,17.0,25.0,-11.0,-22.0,6.0
2020-03-17,12129,Wakulla,0.0,23.0,,,-23.0,5.0
2020-03-17,12131,Walton,11.0,26.0,65.0,6.0,-11.0,3.0
2020-03-17,12133,Washington,-6.0,45.0,,,-15.0,
2020-03-18,12001,Alachua,-21.0,3.0,-2.0,-23.0,-28.0,13.0
2020-03-18,12003,Baker,3.0,26.0,,,-20.0,
2020-03-18,12005,Bay,-3.0,18.0,46.0,-17.0,-14.0,4.0
2020-03-18,12007,Bradford,-5.0,18.0,,,-18.0,
2020-03-18,12009,Brevard,-12.0,10.0,21.0,4.0,-26.0,8.0
2020-03-18,12011,Broward,-21.0,8.0,-24.0,-34.0,-28.0,14.0
2020-03-18,12013,Calhoun,-9.0,12.0,,,-15.0,
2020-03-18,12015,Charlotte,-19.0,14.0,11.0,2.0,-22.0,7.0
2020-03-18,12017,Citrus,-13.0,13.0,21.0,,-17.0,6.0
2020-03-18,12019,Clay,-10.0,6.0,15.0,,-25.0,10.0
2020-03-18,12021,Collier,-21.0,5.0,-20.0,-14.0,-22.0,10.0
2020-03-18,12023,Columbia,-12.0,28.0,,15.0,-19.0,6.0
2020-03-18,12027,DeSoto,-10.0,21.0,2.0,,-19.0,6.0
2020-03-18,12029,Dixie,-1.0,15.0,,,-16.0,
2020-03-18,12031,Duval,-16.0,10.0,9.0,-17.0,-25.0,11.0
2020-03-18,12033,Escambia,-8.0,16.0,91.0,-8.0,-20.0,6.0
2020-03-18,12035,Flagler,-15.0,16.0,28.0,,-22.0,7.0
2020-03-18,12037,Franklin,1.0,23.0,,,-16.0,
2020-03-18,12039,Gadsden,-1.0,12.0,,-6.0,-19.0,7.0
2020-03-18,12041,Gilchrist,-13.0,15.0,,,-23.0,
2020-03-18,12043,Glades,,,-55.0,-8.0,-20.0,
2020-03-18,12045,Gulf,1.0,24.0,,,-14.0,
2020-03-18,12047,Hamilton,,13.0,,16.0,-11.0,
2020-03-18,12049,Hardee,-8.0,-9.0,-13.0,,-18.0,
2020-03-18,12051,Hendry,-6.0,11.0,-35.0,,-20.0,6.0
2020-03-18,12053,Hernando,-13.0,6.0,-11.0,-33.0,-25.0,7.0
2020-03-18,12055,Highlands,-16.0,13.0,-23.0,,-21.0,5.0
2020-03-18,12057,Hillsborough,-18.0,8.0,7.0,-30.0,-30.0,11.0
2020-03-18,12059,Holmes,-14.0,21.0,,,-19.0,
2020-03-18,12061,Indian River,-16.0,11.0,11.0,-15.0,-21.0,8.0
2020-03-18,12063,Jackson,-5.0,14.0,,14.0,-9.0,5.0
2020-03-18,12065,Jefferson,-7.0,36.0,,,-17.0,
2020-03-18,12067,Lafayette,,,,,-17.0,
2020-03-18,12069,Lake,-15.0,6.0,1.0,-17.0,-26.0,9.0
2020-03-18,12071,Lee,-20.0,6.0,-17.0,-24.0,-23.0,9.0
2020-03-18,12073,Leon,-18.0,6.0,14.0,-34.0,-28.0,10.0
2020-03-18,12075,Levy,0.0,21.0,,,-16.0,7.0
2020-03-18,12077,Liberty,,,,,-20.0,
2020-03-18,12079,Madison,-14.0,14.0,,3.0,-23.0,
2020-03-18,12081,Manatee,-17.0,11.0,20.0,-18.0,-22.0,9.0
2020-03-18,12083,Marion,-10.0,6.0,14.0,29.0,-20.0,7.0
2020-03-18,12085,Martin,-18.0,10.0,11.0,-5.0,-24.0,9.0
2020-03-18,12086,Miami-Dade,-25.0,6.0,-32.0,-35.0,-27.0,14.0
2020-03-18,12087,Monroe,-25.0,9.0,-21.0,-29.0,-20.0,7.0
2020-03-18,12089,Nassau,-8.0,10.0,66.0,-12.0,-22.0,7.0
2020-03-18,12091,Okaloosa,-4.0,17.0,84.0,-16.0,-17.0,6.0
2020-03-18,12093,Okeechobee,-9.0,12.0,-9.0,-32.0,-21.0,6.0
2020-03-18,12095,Orange,-35.0,-2.0,-8.0,-40.0,-33.0,13.0
2020-03-18,12097,Osceola,-22.0,6.0,-10.0,-30.0,-32.0,12.0
2020-03-18,12099,Palm Beach,-21.0,8.0,-15.0,-31.0,-24.0,12.0
2020-03-18,12101,Pasco,-13.0,5.0,5.0,5.0,-27.0,9.0
2020-03-18,12103,Pinellas,-18.0,10.0,40.0,-11.0,-26.0,10.0
2020-03-18,12105,Polk,-11.0,12.0,-4.0,-4.0,-22.0,8.0
2020-03-18,12107,Putnam,-1.0,1.0,20.0,,-20.0,6.0
2020-03-18,12109,St. Johns,-11.0,23.0,20.0,6.0,-35.0,11.0
2020-03-18,12111,St. Lucie,-12.0,18.0,7.0,-10.0,-22.0,9.0
2020-03-18,12113,Santa Rosa,1.0,17.0,70.0,,-24.0,7.0
2020-03-18,12115,Sarasota,-22.0,4.0,6.0,-15.0,-23.0,8.0
2020-03-18,12117,Seminole,-19.0,10.0,8.0,-5.0,-35.0,13.0
2020-03-18,12119,Sumter,-20.0,11.0,-21.0,5.0,-22.0,6.0
2020-03-18,12121,Suwannee,0.0,12.0,,,-18.0,5.0
2020-03-18,12123,Taylor,2.0,31.0,,,-14.0,
2020-03-18,12125,Union,-26.0,3.0,,,-23.0,
2020-03-18,12127,Volusia,-12.0,12.0,30.0,-13.0,-25.0,8.0
2020-03-18,12129,Wakulla,8.0,16.0,,,-26.0,7.0
2020-03-18,12131,Walton,5.0,20.0,71.0,4.0,-13.0,4.0
2020-03-18,12133,Washington,2.0,45.0,,,-16.0,
2020-03-19,12001,Alachua,-25.0,0.0,-6.0,-21.0,-31.0,14.0
2020-03-19,12003,Baker,-6.0,26.0,,,-20.0,
2020-03-19,12005,Bay,-8.0,16.0,33.0,-24.0,-16.0,7.0
2020-03-19,12007,Bradford,-18.0,14.0,,,-22.0,
2020-03-19,12009,Brevard,-18.0,4.0,4.0,-5.0,-29.0,10.0
2020-03-19,12011,Broward,-26.0,7.0,-26.0,-43.0,-31.0,16.0
2020-03-19,12013,Calhoun,-11.0,25.0,,,-21.0,
2020-03-19,12015,Charlotte,-24.0,10.0,12.0,2.0,-25.0,8.0
2020-03-19,12017,Citrus,-16.0,7.0,21.0,,-19.0,6.0
2020-03-19,12019,Clay,-14.0,5.0,29.0,,-28.0,11.0
2020-03-19,12021,Collier,-25.0,7.0,-36.0,-15.0,-26.0,11.0
2020-03-19,12023,Columbia,-18.0,27.0,,20.0,-22.0,7.0
2020-03-19,12027,DeSoto,-15.0,17.0,-2.0,,-18.0,6.0
2020-03-19,12029,Dixie,-17.0,19.0,,,-18.0,
2020-03-19,12031,Duval,-18.0,7.0,20.0,-21.0,-27.0,11.0
2020-03-19,12033,Escambia,-16.0,11.0,67.0,-16.0,-21.0,8.0
2020-03-19,12035,Flagler,-17.0,17.0,32.0,,-26.0,8.0
2020-03-19,12037,Franklin,19.0,27.0,,,-16.0,
2020-03-19,12039,Gadsden,-9.0,16.0,,-7.0,-20.0,8.0
2020-03-19,12041,Gilchrist,-16.0,2.0,,,-22.0,
2020-03-19,12043,Glades,,,-57.0,-12.0,-23.0,
2020-03-19,12045,Gulf,-5.0,25.0,,,-18.0,
2020-03-19,12047,Hamilton,,4.0,,9.0,-16.0,
2020-03-19,12049,Hardee,-15.0,-15.0,-14.0,,-23.0,
2020-03-19,12051,Hendry,-10.0,17.0,-38.0,,-21.0,7.0
2020-03-19,12053,Hernando,-16.0,2.0,-11.0,-27.0,-28.0,8.0
2020-03-19,12055,Highlands,-20.0,8.0,-26.0,,-22.0,6.0
2020-03-19,12057,Hillsborough,-22.0,5.0,-1.0,-37.0,-33.0,13.0
2020-03-19,12059,Holmes,-6.0,15.0,,,-16.0,
2020-03-19,12061,Indian River,-20.0,5.0,20.0,-15.0,-23.0,8.0
2020-03-19,12063,Jackson,-8.0,12.0,,4.0,-14.0,5.0
2020-03-19,12065,Jefferson,2.0,26.0,,,-20.0,
2020-03-19,12067,Lafayette,,,,,-17.0,
2020-03-19,12069,Lake,-20.0,5.0,-13.0,-28.0,-28.0,10.0
2020-03-19,12071,Lee,-23.0,6.0,-23.0,-33.0,-25.0,10.0
2020-03-19,12073,Leon,-24.0,4.0,9.0,-41.0,-31.0,13.0
2020-03-19,12075,Levy,-11.0,18.0,,,-15.0,7.0
2020-03-19,12079,Madison,-9.0,28.0,,10.0,-18.0,
2020-03-19,12081,Manatee,-21.0,11.0,21.0,-23.0,-25.0,10.0
2020-03-19,12083,Marion,-15.0,4.0,18.0,8.0,-22.0,7.0
2020-03-19,12085,Martin,-23.0,8.0,10.0,-11.0,-25.0,10.0
2020-03-19,12086,Miami-Dade,-29.0,7.0,-49.0,-42.0,-30.0,16.0
2020-03-19,12087,Monroe,-32.0,7.0,-32.0,-29.0,-24.0,10.0
2020-03-19,12089,Nassau,-10.0,10.0,44.0,-40.0,-24.0,8.0
2020-03-19,12091,Okaloosa,-11.0,12.0,49.0,-18.0,-20.0,8.0
2020-03-19,12093,Okeechobee,-16.0,8.0,-20.0,-47.0,-22.0,6.0
2020-03-19,12095,Orange,-39.0,-5.0,-10.0,-48.0,-36.0,14.0
2020-03-19,12097,Osceola,-27.0,3.0,-3.0,-34.0,-35.0,14.0
2020-03-19,12099,Palm Beach,-24.0,5.0,-15.0,-38.0,-27.0,13.0
2020-03-19,12101,Pasco,-17.0,2.0,1.0,1.0,-29.0,10.0
2020-03-19,12103,Pinellas,-22.0,8.0,33.0,-21.0,-29.0,11.0
2020-03-19,12105,Polk,-16.0,8.0,-5.0,-8.0,-24.0,9.0
2020-03-19,12107,Putnam,-7.0,1.0,10.0,,-21.0,6.0
2020-03-19,12109,St. Johns,-18.0,12.0,20.0,5.0,-37.0,13.0
2020-03-19,12111,St. Lucie,-16.0,17.0,6.0,-17.0,-24.0,9.0
2020-03-19,12113,Santa Rosa,-2.0,14.0,55.0,,-26.0,9.0
2020-03-19,12115,Sarasota,-26.0,-3.0,10.0,-18.0,-25.0,10.0
2020-03-19,12117,Seminole,-23.0,7.0,4.0,-40.0,-38.0,14.0
2020-03-19,12119,Sumter,-27.0,11.0,-21.0,2.0,-24.0,8.0
2020-03-19,12121,Suwannee,-5.0,10.0,,-11.0,-21.0,6.0
2020-03-19,12123,Taylor,-12.0,30.0,,,-13.0,
2020-03-19,12125,Union,-28.0,13.0,,,-25.0,
2020-03-19,12127,Volusia,-16.0,7.0,19.0,-15.0,-28.0,9.0
2020-03-19,12129,Wakulla,-5.0,22.0,,,-28.0,10.0
2020-03-19,12131,Walton,-6.0,13.0,47.0,0.0,-15.0,6.0
2020-03-19,12133,Washington,-3.0,44.0,,,-17.0,
2020-03-20,12001,Alachua,-30.0,3.0,-17.0,-29.0,-33.0,16.0
2020-03-20,12003,Baker,-17.0,20.0,,,-23.0,
2020-03-20,12005,Bay,-15.0,11.0,26.0,-28.0,-18.0,9.0
2020-03-20,12007,Bradford,-17.0,15.0,,,-25.0,
2020-03-20,12009,Brevard,-27.0,2.0,-9.0,-16.0,-30.0,12.0
2020-03-20,12011,Broward,-29.0,10.0,-26.0,-45.0,-33.0,18.0
2020-03-20,12013,Calhoun,-23.0,14.0,,,-23.0,
2020-03-20,12015,Charlotte,-28.0,11.0,6.0,-4.0,-27.0,10.0
2020-03-20,12017,Citrus,-22.0,10.0,-7.0,,-23.0,10.0
2020-03-20,12019,Clay,-22.0,9.0,1.0,,-29.0,13.0
2020-03-20,12021,Collier,-31.0,6.0,-45.0,-27.0,-28.0,13.0
2020-03-20,12023,Columbia,-25.0,12.0,4.0,11.0,-22.0,8.0
2020-03-20,12027,DeSoto,-18.0,14.0,-5.0,,-20.0,8.0
2020-03-20,12029,Dixie,-18.0,15.0,,,-19.0,
2020-03-20,12031,Duval,-24.0,8.0,2.0,-25.0,-29.0,13.0
2020-03-20,12033,Escambia,-24.0,7.0,50.0,-19.0,-24.0,10.0
2020-03-20,12035,Flagler,-25.0,17.0,10.0,,-28.0,11.0
2020-03-20,12037,Franklin,-18.0,27.0,,,-23.0,
2020-03-20,12039,Gadsden,-15.0,14.0,,-17.0,-20.0,9.0
2020-03-20,12041,Gilchrist,-19.0,20.0,,,-28.0,
2020-03-20,12043,Glades,,,-57.0,1.0,-22.0,
2020-03-20,12045,Gulf,-13.0,25.0,,,-17.0,
2020-03-20,12047,Hamilton,-12.0,13.0,,8.0,-22.0,
2020-03-20,12049,Hardee,-19.0,-17.0,-12.0,,-17.0,
2020-03-20,12051,Hendry,-15.0,14.0,-40.0,,-23.0,9.0
2020-03-20,12053,Hernando,-22.0,1.0,-16.0,-33.0,-29.0,12.0
2020-03-20,12055,Highlands,-25.0,9.0,-29.0,,-24.0,8.0
2020-03-20,12057,Hillsborough,-27.0,6.0,-10.0,-40.0,-34.0,15.0
2020-03-20,12059,Holmes,-16.0,8.0,,,-20.0,
2020-03-20,12061,Indian River,-26.0,4.0,18.0,-17.0,-27.0,11.0
2020-03-20,12063,Jackson,-23.0,5.0,,-3.0,-19.0,9.0
2020-03-20,12065,Jefferson,-13.0,26.0,,,-21.0,
2020-03-20,12067,Lafayette,,,,,-15.0,
2020-03-20,12069,Lake,-24.0,5.0,-15.0,-36.0,-30.0,13.0
2020-03-20,12071,Lee,-30.0,8.0,-29.0,-38.0,-27.0,13.0
2020-03-20,12073,Leon,-29.0,4.0,25.0,-42.0,-35.0,15.0
2020-03-20,12075,Levy,-18.0,4.0,-4.0,,-20.0,9.0
2020-03-20,12077,Liberty,,26.0,,,,
2020-03-20,12079,Madison,-19.0,19.0,,-4.0,-22.0,
2020-03-20,12081,Manatee,-28.0,9.0,-16.0,-30.0,-27.0,13.0
2020-03-20,12083,Marion,-23.0,5.0,-9.0,-3.0,-24.0,10.0
2020-03-20,12085,Martin,-29.0,7.0,3.0,-26.0,-28.0,12.0
2020-03-20,12086,Miami-Dade,-35.0,7.0,-58.0,-47.0,-33.0,19.0
2020-03-20,12087,Monroe,-39.0,1.0,-36.0,-41.0,-27.0,12.0
2020-03-20,12089,Nassau,-22.0,4.0,37.0,-49.0,-26.0,11.0
2020-03-20,12091,Okaloosa,-19.0,8.0,27.0,-26.0,-23.0,10.0
2020-03-20,12093,Okeechobee,-19.0,12.0,-19.0,-60.0,-22.0,8.0
2020-03-20,12095,Orange,-44.0,-4.0,-26.0,-53.0,-39.0,17.0
2020-03-20,12097,Osceola,-33.0,6.0,-16.0,-41.0,-38.0,17.0
2020-03-20,12099,Palm Beach,-27.0,10.0,-12.0,-41.0,-29.0,15.0
2020-03-20,12101,Pasco,-22.0,4.0,-8.0,-9.0,-32.0,13.0
2020-03-20,12103,Pinellas,-29.0,9.0,13.0,-23.0,-31.0,14.0
2020-03-20,12105,Polk,-22.0,8.0,-10.0,-13.0,-27.0,12.0
2020-03-20,12107,Putnam,-13.0,-1.0,-3.0,,-24.0,9.0
2020-03-20,12109,St. Johns,-25.0,10.0,-13.0,-7.0,-39.0,15.0
2020-03-20,12111,St. Lucie,-21.0,20.0,12.0,-30.0,-27.0,12.0
2020-03-20,12113,Santa Rosa,-12.0,14.0,68.0,,-29.0,11.0
2020-03-20,12115,Sarasota,-31.0,3.0,-1.0,-22.0,-28.0,12.0
2020-03-20,12117,Seminole,-27.0,10.0,-8.0,-46.0,-39.0,17.0
2020-03-20,12119,Sumter,-33.0,6.0,-24.0,-1.0,-27.0,10.0
2020-03-20,12121,Suwannee,-13.0,8.0,12.0,-7.0,-20.0,7.0
2020-03-20,12123,Taylor,-21.0,27.0,,,-23.0,
2020-03-20,12125,Union,-23.0,11.0,,,-25.0,
2020-03-20,12127,Volusia,-25.0,6.0,5.0,-21.0,-30.0,12.0
2020-03-20,12129,Wakulla,-12.0,19.0,,,-31.0,11.0
2020-03-20,12131,Walton,-20.0,5.0,1.0,-7.0,-19.0,9.0
2020-03-20,12133,Washington,-18.0,30.0,,,-23.0,
2020-03-21,12001,Alachua,-42.0,-2.0,-31.0,-26.0,-20.0,10.0
2020-03-21,12003,Baker,-15.0,30.0,,,-1.0,
2020-03-21,12005,Bay,-29.0,4.0,3.0,-23.0,-11.0,7.0
2020-03-21,12007,Bradford,-20.0,11.0,,,-19.0,
2020-03-21,12009,Brevard,-37.0,-3.0,-20.0,-26.0,-25.0,9.0
2020-03-21,12011,Broward,-41.0,-6.0,-46.0,-55.0,-28.0,15.0
2020-03-21,12013,Calhoun,-37.0,16.0,,,,
2020-03-21,12015,Charlotte,-40.0,2.0,-6.0,-21.0,-26.0,9.0
2020-03-21,12017,Citrus,-32.0,4.0,-13.0,,-21.0,8.0
2020-03-21,12019,Clay,-30.0,2.0,-13.0,,-20.0,8.0
2020-03-21,12021,Collier,-42.0,-2.0,-47.0,-35.0,-31.0,12.0
2020-03-21,12023,Columbia,-29.0,8.0,-7.0,13.0,-10.0,7.0
2020-03-21,12027,DeSoto,-28.0,13.0,-3.0,,-10.0,
2020-03-21,12029,Dixie,-13.0,21.0,,,-2.0,
2020-03-21,12031,Duval,-32.0,5.0,-22.0,-23.0,-18.0,9.0
2020-03-21,12033,Escambia,-35.0,3.0,-14.0,-18.0,-16.0,8.0
2020-03-21,12035,Flagler,-33.0,7.0,-4.0,,-24.0,9.0
2020-03-21,12037,Franklin,-45.0,18.0,,,-21.0,
2020-03-21,12039,Gadsden,-13.0,9.0,,-17.0,-10.0,
2020-03-21,12041,Gilchrist,-19.0,16.0,,,-16.0,
2020-03-21,12043,Glades,-62.0,,-51.0,-8.0,-16.0,
2020-03-21,12045,Gulf,-30.0,32.0,,,-2.0,
2020-03-21,12047,Hamilton,-2.0,8.0,,-2.0,,
2020-03-21,12049,Hardee,-17.0,-18.0,-1.0,,-3.0,
2020-03-21,12051,Hendry,-23.0,10.0,-34.0,,-14.0,
2020-03-21,12053,Hernando,-30.0,3.0,-21.0,-20.0,-20.0,8.0
2020-03-21,12055,Highlands,-34.0,4.0,-31.0,,-20.0,7.0
2020-03-21,12057,Hillsborough,-40.0,1.0,-32.0,-44.0,-24.0,11.0
2020-03-21,12059,Holmes,-27.0,2.0,,,-5.0,
2020-03-21,12061,Indian River,-38.0,-8.0,-14.0,-37.0,-28.0,10.0
2020-03-21,12063,Jackson,-31.0,-2.0,,-5.0,-12.0,
2020-03-21,12065,Jefferson,-21.0,16.0,,,,
2020-03-21,12069,Lake,-33.0,-3.0,-19.0,-46.0,-25.0,10.0
2020-03-21,12071,Lee,-42.0,-4.0,-39.0,-41.0,-26.0,10.0
2020-03-21,12073,Leon,-40.0,-4.0,-21.0,-35.0,-22.0,10.0
2020-03-21,12075,Levy,-21.0,6.0,-7.0,,-15.0,
2020-03-21,12077,Liberty,,18.0,,,,
2020-03-21,12079,Madison,-17.0,23.0,,6.0,-13.0,
2020-03-21,12081,Manatee,-38.0,0.0,-25.0,-27.0,-22.0,10.0
2020-03-21,12083,Marion,-31.0,0.0,-16.0,-2.0,-19.0,7.0
2020-03-21,12085,Martin,-41.0,1.0,0.0,-37.0,-23.0,10.0
2020-03-21,12086,Miami-Dade,-45.0,-7.0,-69.0,-51.0,-32.0,16.0
2020-03-21,12087,Monroe,-56.0,-12.0,-59.0,-47.0,-34.0,11.0
2020-03-21,12089,Nassau,-28.0,0.0,31.0,-45.0,-19.0,7.0
2020-03-21,12091,Okaloosa,-34.0,-1.0,-28.0,-18.0,-16.0,9.0
2020-03-21,12093,Okeechobee,-28.0,7.0,-15.0,-69.0,-15.0,
2020-03-21,12095,Orange,-55.0,-14.0,-39.0,-59.0,-34.0,13.0
2020-03-21,12097,Osceola,-45.0,-11.0,-22.0,-44.0,-34.0,14.0
2020-03-21,12099,Palm Beach,-39.0,-2.0,-38.0,-43.0,-26.0,13.0
2020-03-21,12101,Pasco,-32.0,-1.0,-18.0,-8.0,-21.0,9.0
2020-03-21,12103,Pinellas,-40.0,-2.0,-24.0,-27.0,-25.0,11.0
2020-03-21,12105,Polk,-32.0,-1.0,-18.0,-20.0,-21.0,10.0
2020-03-21,12107,Putnam,-19.0,2.0,-19.0,,-17.0,6.0
2020-03-21,12109,St. Johns,-40.0,0.0,-39.0,-8.0,-29.0,10.0
2020-03-21,12111,St. Lucie,-29.0,11.0,16.0,-32.0,-19.0,10.0
2020-03-21,12113,Santa Rosa,-21.0,2.0,-9.0,,-16.0,9.0
2020-03-21,12115,Sarasota,-44.0,-10.0,-51.0,-24.0,-27.0,11.0
2020-03-21,12117,Seminole,-40.0,1.0,-17.0,-48.0,-26.0,11.0
2020-03-21,12119,Sumter,-43.0,5.0,-26.0,1.0,-27.0,8.0
2020-03-21,12121,Suwannee,-16.0,11.0,13.0,-2.0,-11.0,
2020-03-21,12123,Taylor,-21.0,28.0,,,-6.0,
2020-03-21,12125,Union,-31.0,8.0,,,,
2020-03-21,12127,Volusia,-33.0,-1.0,-1.0,-25.0,-23.0,8.0
2020-03-21,12129,Wakulla,-20.0,9.0,29.0,,-15.0,
2020-03-21,12131,Walton,-40.0,-2.0,-32.0,-11.0,-12.0,7.0
2020-03-21,12133,Washington,-21.0,32.0,,,-15.0,
2020-03-22,12001,Alachua,-45.0,-11.0,-18.0,-35.0,-29.0,10.0
2020-03-22,12003,Baker,-22.0,1.0,,,-16.0,
2020-03-22,12005,Bay,-33.0,-4.0,11.0,-37.0,-17.0,6.0
2020-03-22,12007,Bradford,-28.0,6.0,,,-26.0,
2020-03-22,12009,Brevard,-39.0,-12.0,-17.0,-28.0,-33.0,9.0
2020-03-22,12011,Broward,-46.0,-16.0,-43.0,-60.0,-33.0,14.0
2020-03-22,12013,Calhoun,-22.0,1.0,,,,
2020-03-22,12015,Charlotte,-43.0,-9.0,-13.0,-23.0,-31.0,8.0
2020-03-22,12017,Citrus,-35.0,-6.0,-11.0,,-30.0,7.0
2020-03-22,12019,Clay,-31.0,-7.0,5.0,,-27.0,8.0
2020-03-22,12021,Collier,-49.0,-15.0,-49.0,-47.0,-36.0,12.0
2020-03-22,12023,Columbia,-33.0,1.0,-17.0,4.0,-18.0,5.0
2020-03-22,12027,DeSoto,-28.0,5.0,-2.0,,-17.0,
2020-03-22,12029,Dixie,-22.0,14.0,,,-21.0,
2020-03-22,12031,Duval,-34.0,-5.0,-10.0,-32.0,-26.0,8.0
2020-03-22,12033,Escambia,-34.0,0.0,-3.0,-33.0,-25.0,7.0
2020-03-22,12035,Flagler,-36.0,1.0,22.0,,-30.0,8.0
2020-03-22,12037,Franklin,-36.0,14.0,,,-27.0,
2020-03-22,12039,Gadsden,-16.0,-2.0,,-26.0,-29.0,
2020-03-22,12041,Gilchrist,-34.0,10.0,,,-20.0,
2020-03-22,12043,Glades,,,-41.0,-7.0,,
2020-03-22,12045,Gulf,-28.0,5.0,,,,
2020-03-22,12047,Hamilton,,3.0,,-6.0,,
2020-03-22,12049,Hardee,-25.0,-18.0,-16.0,,-17.0,
2020-03-22,12051,Hendry,-24.0,5.0,-33.0,,-24.0,
2020-03-22,12053,Hernando,-31.0,-5.0,-5.0,,-30.0,8.0
2020-03-22,12055,Highlands,-39.0,-5.0,-24.0,,-31.0,8.0
2020-03-22,12057,Hillsborough,-41.0,-8.0,-25.0,-51.0,-31.0,10.0
2020-03-22,12059,Holmes,-26.0,0.0,,,-10.0,
2020-03-22,12061,Indian River,-42.0,-14.0,6.0,-33.0,-33.0,9.0
2020-03-22,12063,Jackson,-33.0,-3.0,,-11.0,-25.0,
2020-03-22,12065,Jefferson,-60.0,4.0,,,,
2020-03-22,12069,Lake,-37.0,-14.0,-13.0,-52.0,-34.0,9.0
2020-03-22,12071,Lee,-46.0,-13.0,-43.0,-49.0,-33.0,10.0
2020-03-22,12073,Leon,-41.0,-11.0,8.0,-44.0,-27.0,8.0
2020-03-22,12075,Levy,-28.0,2.0,6.0,,-22.0,
2020-03-22,12079,Madison,-22.0,4.0,,0.0,-37.0,
2020-03-22,12081,Manatee,-43.0,-8.0,-13.0,-42.0,-31.0,9.0
2020-03-22,12083,Marion,-36.0,-12.0,-14.0,-15.0,-28.0,7.0
2020-03-22,12085,Martin,-45.0,-16.0,13.0,-41.0,-29.0,9.0
2020-03-22,12086,Miami-Dade,-51.0,-21.0,-70.0,-58.0,-37.0,15.0
2020-03-22,12087,Monroe,-63.0,-31.0,-62.0,-59.0,-40.0,11.0
2020-03-22,12089,Nassau,-33.0,-7.0,-37.0,-41.0,-29.0,8.0
2020-03-22,12091,Okaloosa,-35.0,-6.0,0.0,-40.0,-24.0,8.0
2020-03-22,12093,Okeechobee,-36.0,-2.0,-35.0,-75.0,-28.0,
2020-03-22,12095,Orange,-61.0,-25.0,-37.0,-64.0,-41.0,13.0
2020-03-22,12097,Osceola,-52.0,-21.0,-23.0,-54.0,-42.0,13.0
2020-03-22,12099,Palm Beach,-44.0,-13.0,-39.0,-51.0,-32.0,13.0
2020-03-22,12101,Pasco,-34.0,-10.0,-4.0,-17.0,-28.0,8.0
2020-03-22,12103,Pinellas,-43.0,-10.0,-6.0,-33.0,-31.0,9.0
2020-03-22,12105,Polk,-35.0,-10.0,-18.0,-16.0,-31.0,10.0
2020-03-22,12107,Putnam,-16.0,-8.0,8.0,,-28.0,6.0
2020-03-22,12109,St. Johns,-42.0,-3.0,-25.0,-23.0,-35.0,9.0
2020-03-22,12111,St. Lucie,-34.0,-1.0,18.0,-41.0,-27.0,9.0
2020-03-22,12113,Santa Rosa,-26.0,-4.0,4.0,,-24.0,7.0
2020-03-22,12115,Sarasota,-47.0,-18.0,-46.0,-26.0,-34.0,10.0
2020-03-22,12117,Seminole,-43.0,-11.0,-9.0,-55.0,-33.0,11.0
2020-03-22,12119,Sumter,-45.0,-8.0,-19.0,-14.0,-36.0,8.0
2020-03-22,12121,Suwannee,-21.0,5.0,,-15.0,-25.0,
2020-03-22,12123,Taylor,-22.0,22.0,,,-18.0,
2020-03-22,12125,Union,,3.0,,,,
2020-03-22,12127,Volusia,-38.0,-10.0,3.0,-32.0,-32.0,8.0
2020-03-22,12129,Wakulla,-23.0,3.0,,,-16.0,
2020-03-22,12131,Walton,-40.0,-13.0,-8.0,-9.0,-21.0,
2020-03-22,12133,Washington,-29.0,16.0,,,-16.0,
2020-03-23,12001,Alachua,-36.0,-3.0,-21.0,-35.0,-41.0,16.0
2020-03-23,12003,Baker,-19.0,13.0,,,-27.0,
2020-03-23,12005,Bay,-29.0,-8.0,-15.0,-39.0,-25.0,10.0
2020-03-23,12007,Bradford,-24.0,8.0,,,-29.0,
2020-03-23,12009,Brevard,-35.0,-12.0,-22.0,-15.0,-34.0,12.0
2020-03-23,12011,Broward,-39.0,-14.0,-38.0,-56.0,-42.0,19.0
2020-03-23,12013,Calhoun,-22.0,13.0,,,-28.0,
2020-03-23,12015,Charlotte,-38.0,-7.0,-16.0,-16.0,-29.0,10.0
2020-03-23,12017,Citrus,-30.0,-8.0,-24.0,,-27.0,9.0
2020-03-23,12019,Clay,-24.0,-8.0,6.0,,-33.0,13.0
2020-03-23,12021,Collier,-42.0,-13.0,-51.0,-26.0,-33.0,13.0
2020-03-23,12023,Columbia,-29.0,2.0,-31.0,-12.0,-24.0,8.0
2020-03-23,12027,DeSoto,-30.0,-1.0,-15.0,,-20.0,8.0
2020-03-23,12029,Dixie,-18.0,5.0,,,-19.0,
2020-03-23,12031,Duval,-29.0,-6.0,-14.0,-31.0,-33.0,13.0
2020-03-23,12033,Escambia,-29.0,-3.0,-11.0,-28.0,-27.0,10.0
